index	tag	guid	description
2007	1	3316	Bell RS-1 Servo Black/Grey/White Glossy Medium Motorcycle Helmet Full Face
2008	2	2337	9 Awkward Tattoos on Boobs!
2009	2	4097	RT @WesleyLowery: Ferguson has hired a black officer to run its almost all-white police department http://t.co/mTFg758XQn http://t.co/JWq00…
2010	2	889	RT @GarthCripps: Migrant #traditionalfishers living on the edge, Nosy Manandra, #Barren Isles, #Madagascar
2011	2	4322	We're delighted to announce that it is now FREE to call our Actionline: http://t.co/YKj82HAJo3 http://t.co/dzEZ2Jb7SZ
2012	1	4798	99-2004 Grand Cherokee Power Remote Mirror Heated Right http://t.co/jlRibv2ezp http://t.co/pwIbnO54Su
2013	1	2724	Why do you get distressed so much? Take the quiz:
2014	2	996	Feelin' the love in here! #ValentinesDay #caring
2015	2	5090	RT @jaketwentyfive: #KidsTodayWillNeverKnow that this baby ruined Zoey 101 http://t.co/3gQNrGpkyk
2016	1	1261	Deer Invasion #snowstorm #trapped #weresurrounded
2017	2	712	Tropical Granola Bar Hearts that are #Raw & #Vegan vibrating with health for a vibrant you!
2018	1	4108	Surefire 6PX Tactical Single Output LED Black Flashlight - 6PX-C-BK - Full read by eBay http://t.co/iFgXj8zMVQ http://t.co/e5fN5PDTH2
2019	2	3841	RT @theSimsReaction: "u used to ride me like that"
2020	0	379	RT @ltsGREYSquotes: this was the most intense episode EVER ??
2021	2	4906	@getLinkry is here http://t.co/hkbL71Areq #Networking #professional http://…
2022	2	1686	Blog Post: #AnnalynneMccord #Scorned #NudeScene #Babe #Doll #Female #Cute #Hot
2023	2	137	RT @MalikaBanks: this 365 shit ? my boyfriend better than yours ?? @ItsBeenA_Drill love youuuuu ???
2024	2	3982	RT @PopMech: This abandoned church somewhere in the Indonesia countryside is shaped like a chicken http://t.co/tYBosWIvoQ http://t.co/NBg5K…
2025	2	3351	RT @thehill: Miffed Benghazi chairman: State gave me "articles about Richard Gere"
2026	2	1112	#erotic #nude #sexy #pussy #boobs #exposed #girlfriend #amateur #nudes --
2027	0	4362	Why are you feeling desolate? Take the quiz: http://t.co/R9oVb4GWJy http://t.co/NlQmv9mxCN
2028	2	3614	Hello Kitty Heart Charm Dot Bow Silicone Rubber Soft Case For Samsung Galaxy S5 - Full rea…
2029	0	4923	ALLEN BRADLEY 1771-NT1/C HIGH RESOLUTION ISOLATED ANALOG MODULE http://t.co/DPb4ntzlqA http://t.co/QvdXofv56p
2030	2	1221	#fit40 #fit#fitness #muscle #motivation #stilettos #superwomen #strong #superwomen #provocative #protein #blondie #…
2031	0	4753	RT @newsflicks: #Maharashtra is the worst state to be a #farmer. Grim details of farmers' suicides in India http://t.co/UvtPLYJYgX http://t…
2032	1	2687	#Fashion advice from the "Water Cure Journal Devoted to Physiology, Hydropathy & the Laws of Life" (1854) #dubious
2033	2	1984	#HotPics #Cute #Cheerful Avatar on #AppAndroid
2034	2	225	I literally just finished eating all the chocolate in my house, and my dad comes by with this. ? D'awe.
2035	2	1040	Happy Workout Wednesday everyone! #BikiniReadyLifestyle #WorkoutWednesday #Strong #Fit #Sexy #Healthy #Exercise
2036	2	2593	RT @HudaKishawi: Salute to the hunger striker #KhaderAdnan who defeated Israeli jails sacrificing his life for the sake of #Palestine http:…
2037	0	4848	Moral brigade active in Islamabad again http://t.co/ftZycT1wzp Extremists emboldened by impotent National Action Plan http://t.co/lZpQTwY4ZD
2038	2	2902	RT @dmitriy_f1re: И куда подевалась суперсила Халка? Почему Кришито не оторвало голову? Как не треснул Кубок? Неужто те ролики - ОБМАН? htt…
2039	0	4440	Really getting peed off with the dismal summer weather here in Edinburgh. Oh to be back here #summercruising #Monaco http://t.co/4jOb7xwWOM
2040	2	1980	Happy Valentine to this beautiful, kind, and cheerful person @MarymAlMuhanna ???
2041	0	4274	RT @eNCA: S Sudan troops 'crushed civilians with tanks' - rights group http://t.co/mMOP7nUMDx http://t.co/Fn9jgsMMBY
2042	1	56	Effects 137,000 women + Illegal 30 years, no-one in Britain yet convicted of FGM #disgraced
2043	2	1388	Very much appreciate @CameronLBishop preaching this morning at Central and the challenge to be #Devoted! ?
2044	2	3738	RT @msPartner: We’re thrilled you’re here for #WPC15! Make the most of your experience: #msPartner
2045	2	4951	RT @FLOTUS: Stay active this summer just like the @GirlScouts at the @WhiteHouse campout! http://t.co/aEZy9WFYw5 #LetsMove http://t.co/0S1Q…
2046	2	2768	@adidasoriginals I'm Ecstatic to Finally Become A Superstar
2047	1	1714	All Star Youth LEFT Batter's Glove BG-1000 - #Baseball #Softball - NOS #medium #allstar https://t.co/OdDgBAJJDC
2048	2	940	@DayanNajar feeling so #inlove,#crush #infatuated, #wird #enjoyable #melting... And moré!
2049	1	4707	RT @livparmenter: Absolutely fuming that I ordered the hammock and a mouse mat came instead ? http://t.co/DYMTjXgnct
2050	1	1692	Belinda is absolutely #SEETHING at time violation. Point penalty. 15-30 to 15-40.
2051	2	209	One #TheBoardrAm skater will earn an invite to ? Games Austin.
2052	0	4203	JK YouthCongress protested against BJP-PDPgovt. Dy.CM NirmalSingh effigy was burned on non allotment of AIIMS inJammu http://t.co/bQATbTUOVE
2053	2	4810	RT @esquire: Jon Stewart's last interview with President Obama is heated and hilarious. Just perfect: http://t.co/GInfNe3xqi http://t.co/PS…
2054	2	3646	RT @michelemcook1: Sparkling raindrops on the petals of a rose. One of the best sights to be seen after a summer shower.
2055	0	2674	RT @islamlie2: Houses in Yemen destroyed by Saudis. Muslims don't tweet this, isn't Gaza. No Jews, no UN resolutions, no news. https://t.co…
2056	1	1579	@rjfapelacio nanggahot. Haha. :P #euro #impotent
2057	1	621	Euston Station 530am #train #station #London #england #empty #28dayslater #now
2058	2	4962	BACA: http://t.co/nh17uRoEAf http://t.co/wQ7GdamEkh...
2059	2	2501	Herded like cattle in 30+ degrees. Last time I fly 'cheap and cheerful' thanks @easyJet
2060	2	986	#February #Winter #Rainy #Stormy #Windy #Wednesday #Evening #Love #Happy #Positive #Passionate #Calm #Fun #UK ?? ?
2061	1	2925	Almost finished my thoughts in progress print #handmadehour but might have to continue tomorrow as I’m shattered xx
2062	2	2425	MENS PUMA SPORT TROUSERS ACTIVWEAR PANTS BLUE SIZE S SMALL EXCELLENT
2063	2	3200	TIL: A woman having multiple husbands occurs very rarely in a few isolated tribal societie…
2064	2	102	RT @IDA_SINGAPORE: It's @TimDraper w @ChannelNewsAsia Tim hosted @steveleonardSG @DraperHeroCity & we r elated to host Tim @comebash http:/…
2065	2	3343	RT @AkanshaGautam_: My big world...!! by A.A abdelmajid #Nature #NaturePhotography #Photography #Photo #Picture
2066	2	3290	You are made for loving me.
2067	1	4151	Blemished SB Chevy 2 Groove / Belt SWP Billet Aluminum Crank Pulley 283 327 350 http://t.co/Xx9L1a0frr http://t.co/DTARDrRCwP
2068	2	2874	RT @DearJackOf: Voglia di #DearJackTour2015! E voi? --> si riparte da Nola, vi aspettiamo
2069	2	3218	What kind of low self-image do you have? Take the quiz:
2070	2	557	@DanAlvarezz #empty looks good enough :P #EW #wrrr
2071	0	3655	RT @Faysal_FreeGaza: Another smear piece on Muslims by that spineless merchant of hate, Andrew Gilligan.. This time on @AbdullaAndalusi htt…
2072	2	95	@planet_anita Dear Anita - My Finest Regard To You As Far As 100% Total Elated Valentine's Day MMXV In The Florida @
2073	0	1738	I had to watch and review #Outcast for @pajiba, and now I'm dead inside.
2074	0	2129	#ecocreatehour #discarded #vintage #photographs #upcycle #keepsakes
2075	2	423	RT @JonErlichman: YouTube star @ConnorFranta reflects as @YouTube turns 10
2076	2	562	RT @BBAnimals: 4 reasons why I appreciate the Internet ^
2077	0	4585	RT @domekiro_: ?????? GOT7 #??????????? @BamBam1A http://t.co/482DrHf7W2
2078	0	3825	Why do you get upset so much? Take the quiz:
2079	0	3784	RT @TheSyriaCmpgn: ...Killing 23 civilians. Do something for those trapped in the rubble by donating: https://t.co/3xxOCAjJqS
2080	2	3983	RT @EarnKnowledge: This is an abandoned monument in Tjenti?te. http://t.co/tD71l1dgxD
2081	1	1622	#Buffalo: Damone Lewis to be sentenced today for 2012 #shooting that #paralyzed 15 year old.
2082	1	2875	RT @ShugdenLibrary: The False Dalai Lama is an historical fact. Investigate for yourself. #DalaiLama #NYC #USA
2083	1	2319	We attached a leader swivel
2084	0	685	#britishshorthair #britskorthaar #tabby #blotched #webstapick #websta_me #whiskas #purrfectpet #purrfectdesign #cat…
2085	0	1812	Let out a lot of build up anger last night no hoe shit lol
2086	1	155	Tales Of Evil PhD Supervisors: 10th story - Vacation?
2087	2	17	Love to party? We're hiring fun, outgoing, energetic & happy people. Call or visit us to learn more.
2088	2	4546	RT @Ericccxminaj: when Meek was locked up who was there wearing Free Meek shirts? Drake. http://t.co/XYjvVZi2Sc
2089	2	4890	RT @EW: The new #Spectre trailer is intense, action-packed and finally here: http://t.co/xyf2j1Spgs http://t.co/Gv1I7AGZFD
2090	1	4515	RT @FIFAWWC: The retirement of #FIFAWWC top scorer Celia #Sasic features in @FIFAcom's Week in Numbers. http://t.co/cuMC9xFIh8 http://t.co/…
2091	2	2569	Jesus cut a deal with satan :
2092	1	46	RT @Lexxinnn: Meek done set it off with this one ???
2093	2	360	RT @PrettiiRickii: Allyah, look at a picture from kiddie carnival in Trinidad ??????
2094	1	2708	Why are you feeling dismal? Take the quiz:
2095	2	4651	~ http://t.co/B2efzGWJJH
2096	2	3151	RT @BleacherReport: VIDEO: Colby Rasmus’ foul pop-up gets stuck in the Tropicana Field rafters
2097	2	3788	Are you troubled about low self-image? Take the quiz:
2098	0	2328	@TreasuringBat AWFUL...I'm the worst kind of person.
2099	2	1456	RT @PhilipWyeth: Hilarious picture illustrates how far man has come since 2000 BC. @aaron_clarey #worthless
2100	1	3834	PlayStation 3 Super Slim 250GB System *USED* via eBay … … … … … …
2101	0	3147	.@NPRNews businesses pls think twice b4 attending lunch meets in S.Korea #StopBoknal2015
2102	0	1403	Looking forward to #Disgraced by Ayad Akhtar! Monday and tuesday are already sold out!
2103	1	516	Look at all the people who get more money than us. #studentathletes #bitter
2104	2	3301	Are They Coming Back Later? STAR CRUISE:MAROONED Weekend Writing Warriors #8sunday excerpt
2105	2	607	Storming Home. The horses race to beat the storm. Available through the web site. Necktie character collection
2106	1	4558	RT @BlackAurora_: LOOOK. http://t.co/82ZtGOROoX
2107	1	3808	Hi, Hey, so the cam inU this babe's room just turned on. You can visit her here.
2108	2	4460	Why do you get distressed so much? Take the quiz: http://t.co/mBYf9IRARX http://t.co/pJhsaeWERf
2109	1	531	RT @FleetPolice: #ValentinesDay. If your heading out for the night make sure it's not ruined with a room for one at one of our B&B's. http:…
2110	1	2924	@rocorifootball Red Team finished 2nd today at the Lineman Challenge @rocoridistrict #poundtherock
2111	2	1810	Anger as speed limit is reduced to 50mph on stretch of A610
2112	2	4126	A New Kind of Bleak: Journeys through Urban Britain, Hatherley, Owen http://t.co/7nDKupiaGB http://t.co/J19ndKxDXd
2113	0	4297	Chitral to Booni, Orguch, Garam Chashma, Bambouret and Mastuj were badly damaged http://t.co/CSfuN8OW…
2114	2	1467	O meu gorro é super fofinho ahahah #crazy
2115	2	3789	Are you troubled about low self-image? Take the quiz:
2116	1	269	How My Display Looks After Calibration #Baffled #Professional #Snob #HomeCinema
2117	2	1677	Luxury haircare for dry, damaged hair #paulmitchell #haircare #coloured #damaged #hair
2118	0	2842	RT @TVLine: How Bloody Will @AshvsEvilDead Be? Bruce Campbell, @RealLucyLawless & Sam Raimi Take a Stab!
2119	2	2867	RT @ThongExposed: Hot #thong #ass posted by @WhaletailTanga - #thongexposed
2120	0	4370	RT @charlesfrith: Cameron is desperate to make it illegal to talk about Israeli role in 9/11 . The house of cards will fall http://t.co/Y6k…
2121	1	718	#EBay #AndroidDeals (6 bids): #BROKEN. (#Wednesday, 4 #February)
2122	2	3009	@grims_by by _itstartedwithastitch How cute is this?!?! They're cupcakes!! #notflowers #cupcakes #cakebouquet #grim…
2123	2	918	RT @Wicked_Alchemy: ?#Wicked @Ruby_Goddess @sarriedj @forcuteangel @leon_flemming @melissacts1267 @lilhak420
2124	2	1954	He's waiting @The_Blue_Cross Tiverton Devon ??03007771560 http…
2125	2	4459	TAVERNITI SO JANIS JEANS DISTRESSED EMBROIDERED SIZE 27 X 32 CELEBRITY FAVORITE! http://t.co/vlvsuB1TH1 http://t.co/ooAan2sV4K
2126	2	722	RT @TheGlobalGuide: Vibrant colours of Holi Festival in India.
2127	2	3601	Valley of the Giants - where @WestAustralia makes you feel very small: #thisiswa
2128	0	5072	Joy Carpets Any Day Matinee Reeling Theater Area Rugs, 46-Inch by 64-Inch by 0.3 http://t.co/X74ytrFXUh http://t.co/ZzljwwBCS0
2129	0	4290	Genuine HP 56 Black Ink Cartridge in Damaged Retail Box http://t.co/WlzOsgiy2v http://t.co/Qecu07oJjv
2130	0	4764	— Безумный. http:/…
2131	0	4163	525R1257 BLEMISHED R1-W LSW (20.8R42) 155A/8-B PLY TIRE http://t.co/kq15x18gN3 http://t.co/V5qsNlwva7
2132	2	1223	#motivation #fitgirl #fitness #inspiration #strong #free…
2133	0	4592	RT @TSBible: When you try and get your life back on track... http://t.co/9ewNZSvEIv
2134	1	245	FAST & FURIOUS 6 MOVIE COLLECTION DVD BOX SET VAN DIESEL #movies #dvd #bluray #horror #…
2135	2	855	“@conspiracyimage: Then how did Rose throw it in the ocean in the end of Titanic? #flawed
2136	0	661	RT @AnimoAnimal: SIGN/RT - DOG STARVED, IGNORED BY NEIGHBORS, THEN THROWN FROM BALCONY IN MURCIA, SPAIN - https://t.co/K0Z3ronCVw
2137	0	3522	RT @globalnewsto: ICYMI: Worst apartment ever? For-rent ad ridiculed on social media
2138	2	2530	I drew Homer Simpson one night at Crabby Joe's ?
2139	2	2558	Do you feel crushed by low self-image? Take the quiz:
2140	1	1850	I'm befuddled!!! Where's my chicken!! @RichieFarina @moto_restaurant the egg came first?!?!
2141	1	1104	#vibrant #liampaynepreferences Bulimia #help.webs #1 bulimia recovery program: New Spli
2142	0	5074	$VMW nice pop. Back above 200day but rejected so far at $86.90 level, big resistance there coinciding with the 50day http://t.co/5fLmzRpV95
2143	2	3209	Jumpy pony! Luna is a little star. #lovemypony #welshD
2144	2	2494	vals chaotic mind - #fashion #style #womensfashion
2145	0	327	#depressed #depressionquotes #death #depression …
2146	1	2459	My musical obsession today. "Bird With a Broken Wing" by Owl City ? @AppleMusic. https://t.co/rIQiR0L89L
2147	2	4530	RT @diosa_susi: @X___BABYDOLL__X @hornyontheqt69 @p_elevated @herby2121 @SiliconEros @LondonBum @MyaTrudreams @Mistress_MR @DomUrch http://…
2148	0	3478	the perplexed gawking from these pilots in the crew room are priceless! do I Really look that odd? ?
2149	1	3380	RT @Mitch_Sanderson: Now entering court 2 Argentina and Dominican Republic for mixed doubles. #CBCPanAm
2150	2	1519	Favourite photo with keziah #fuming
2151	1	2665	@Destroyed_Gems Shawn: *Walked around looking like this:
2152	1	2868	RT @TomthunkitsMind: Sen McColombia's Cartel Was Exposed When a Cargo Ship Owned By His Wife Had 90 Lbs of Cocaine h…
2153	2	148	RT @CraziestSex: my childhood has been forever changed ?
2154	2	1716	#luggages #Medium I had my previous purse for over 6 years and it is still in great condit…
2155	0	4396	RT @WisdomReact: She was devastated ?? http://t.co/EYQ0vwyo37
2156	2	2749	my version of the dizzy challenge @James_Yammouni @JaiBrooks1 @luke_brooks @BrooksBeau @danielsahyounie
2157	2	4293	Is your hair dry or damaged?! Power Dose Treatments $15 til Aug 31! #healthyhairisthebesthair http://t.co/7XJKR0bl21
2158	2	1131	#animal #beatiful #beast #lion #black #dark #grunge #lion #king #wild #photo #a…
2159	2	2164	RT @usmnmbrk: Ya Allah! satisfy every hungry one, clothe d unclothed,help every debtor pay his debts, relieve every distressed one.
2160	0	1929	RT @Amelia_Womack: If @nick_clegg's know for broken promises on Fees, @David_Cameron should be known for lies on the NHS #getcameronout htt…
2161	2	2042	Reader comment: 'I like these but I wonder if they might get crushed out of shape eventually"
2162	2	500	RT @LinkedInMktg: 5 Passionate Posts from Top Marketers Who Love Content Marketing: @DaveKerpen @bethcomstock http:/…
2163	2	3929	So perfect so #Worshipful "@AliceSkary: Just a reminder that my feet are perfect. ;)
2164	2	1033	RT @MisterTteaches: Grade 5s helping out other grades during #RAKWeek2015 #prairiewaters #rvsed #caring #pypchat
2165	2	1801	RT @NatGeoPhotos: Top Shot: Roads Aglow
2166	1	4812	09 10 11 12 13 CHEVY SILVERADO MIRROR SET ELECTRIC HEATED OEM LEFT http://t.co/Psv1qXysl1 http://t.co/waKSjCEOQJ
2167	0	2339	What Thney Found Hidden In This 350-Year-Old Coffind Baffled Scholars ->>
2168	2	171	RT @FleurEast: Last night was the first night of The X Factor tour!!! Belfast was an amazing crowd! So excited for tonight!!! ??
2169	2	3896	RT @jasnyder78: Honey Almond Whipped Body Butter, 4 oz, 99% Natural Lotion, Vegan Bod… https://t.co/qdaUhDRJrP #etsymntt #BodyButter http:/…
2170	0	1117	#plastic #workshop #Loughborough #uni #pink #sad #art #juxtaposition #bright #vibrant
2171	0	3776	1 million dogs tortured b4slaughter on 3 hottest days in July/Aug in #StopBoknal2015 -show u care, raise awareness
2172	2	4744	Why are you feeling gloomy? Take the quiz: http://t.co/sLGazu8mGR http://t.co/HA7mLyJFbx
2173	2	572	Love travelling in the reverse to rush hour!! #empty @SouthernRailUK
2174	2	2886	#vectormurah #irelandforever From #fear to confidence: This Method For Developing Self-
2175	2	100	This is my Valentine's from 1 of my nephews. I am elated; sometimes the little things are the biggest & best things!
2176	0	4593	RT @TransferSite: The Chelsea fans who were racist to a black man in the Paris Metro have been banned from football matches for 5 years htt…
2177	1	105	RT @annaswaim: At a forum to discuss @lrsd takeover and having ZERO confidence in State's interest in helping distressed schools.
2178	2	2907	RT @jessrainefans: Article: Jessica Raine speaks out about "feeble roles for women" on TV
2179	2	1164	Amazing Sushi enjoyed world wide see more @ | #Worthless #Moveon #lmao #jelly #burger #sus…
2180	0	1264	Strepitosi Pierre #Byland e Mareike #Schnitker. Grande successo di pubblico anche per #Confusion al #GTF
2181	2	3716	Flight to Sicily for International Computer Vision Summer School ICVSS 2015 http:…
2182	2	2109	#zealous #newyearsday Rocket #italian. top selling italian course.: Learn Italian Onlin
2183	1	374	Putting the finishing touches to a 700m2 @FreemoveUK #parkour park in Madrid - launch event coming soon! #PKGenSpain
2184	2	403	"A heart is not judged by how much you love, but by how much you are loved by others." --Frank Morgan
2185	0	5001	South Africa: ANC 'Outraged' As DA 'Mob' Disrupts Nkandla Inspection http://t.co/PdB3ag7eWs
2186	2	3965	RT @WeLoveRobDyrdek: Bring me luck today
2187	0	4989	RT @AlexandraLSmit2: #CatsOfTwitter, meet George, the cat with David Bowie eyes. Abused & neglected, he was a shelter cat. #adoptdontshop h…
2188	2	3932	RT @DopeBucks: Guys, Quit Wasting Money on Worthless Powders! How I Gained Mass, Definition and Strength
2189	2	263	RT @mrscena254: Can we just take a moment and realize how long my hair was ??. #depressed #throwback
2190	2	3461	ICYMI: We added a half time feel to the last chorus of my song Paralyzed & feel pretty great about it. Check it out!
2191	2	576	Thank u so much <3Tia's speechless :) ur kindness will b in my heart 4 ever 4 making my baby smile <3 x
2192	2	1638	Getting ready for our discussion on #black philanthropy @svfonline .
2193	0	866	Yesterday's #gloomy gardens; will it be brighter today? #ntmidlands
2194	1	2453	@BritishMoths @heart_and_dart @lizardschwartz @GertCorfield @cotswoldracer out of all the blurred shots ..Number 3 ?
2195	1	779	#broken #flat #noedges #gram #grain
2196	2	4392	RT @WorIdStarComedy: #TodaysKidsWillNeverKnow about this. It may have destroyed our computers, but man they were good times! http://t.co/N1…
2197	1	2379	RT @theIeansquad: When you rob a black persons house ???
2198	1	4635	RT @videogamedeals: Wii Fit U + Fit Meter + Balance Board (Wii U) $24.99 via Nintendo. http://t.co/0wxqYGiX6u http://t.co/ufHCgUWz7V
2199	0	5068	#Brazzers #Exclusive Reeling from the mysterious disappearance of their dear... http://t.co/55d2BOKD2G #VIDEO http://t.co/3g6PW0mncZ
2200	0	4050	RT @NYsharemate: ???? ? ???? ?? ?? ??????? ?????? ??? ?? ????? ?????? ?? ?? http://t.co/dnLu8UxePv
2201	0	1547	#abandoned #urbex #ruins #haikyo
2202	2	363	RT @adxentures: Wanna visit black beaches in Hawaii ??
2203	1	4812	09 10 11 12 13 CHEVY SILVERADO MIRROR SET ELECTRIC HEATED OEM LEFT http://t.co/Psv1qXysl1 http://t.co/waKSjCEOQJ
2204	2	1917	Beauty comes in pairs! Grab this pair of Indonesian Blotched Anthias in tonight's DD:
2205	2	3071	@3phibotticelli @TiggyBean @furrrrguson @lucky_GSD @MizzBassie @DylCat1 @ShaynaCat *huggy yoo bai* #ncgym
2206	2	4492	RT @680NEWS: Doting brother, budding trendsetter: #PrinceGeorge celebrates 2nd birthday http://t.co/f5o8FcMblw http://t.co/t9Q5jVt9tS
2207	1	3591	Start your #blog today! ‘Easy Business Blogging’ is out now: by @_skittish #book
2208	2	1127	RT @hattrick01: The very sexy #hollyreneemillerkoll #exposed
2209	1	1073	We're @BBCBreakfast with @2CELLOS this morn for an int & perf of #Thunderstruck. Pic from 5am rehearsal #Celloverse
2210	1	4142	Bell Variant MTB Bike Cycling Helmet Small S 52-56cm Matte Black New Blemished http://t.co/iSyHpWQMGy http://t.co/nmWwxsCIPh
2211	2	4780	coniks2: RT ClevelandChick: Happy birthday, #Cleveland! http://t.co/jaYXDAvv3R
2212	0	1288	RT @DanielGennaoui: 8 pictures taken a second away from disaster: #pictures #amazing #crazy
2213	1	4630	RT @OneJobOnly: A-bit-of-false-advertising-there http://t.co/DZ7aAKqXP4
2214	2	1210	So much respect for this girl ? #strong
2215	1	984	RT @ThatGuy__Kai: Honored to have Pittsburgh Pirates Consultant @CoachOTip speak to our ball club #passionate #relentless #ownership http:/…
2216	1	3073	14k 3 Tone Gold 15 mmx 6 mm Huggy Huggies Hinged Hoop Earrings
2217	2	976	#Wednesday #selfie #Younique2015 #younique #3dfibermascara #lipgloss #lovesick #lucky #eyeliner #passionate #bbflaw…
2218	1	2832	#shoes Brand New Reebok Walking Tennis Walk Euphoric Sport White Medium Shoes 10.5
2219	2	4788	RT @Q102Philly: Happy Bday @SelenaGomez!?May it be your best year yet!??We adore you! Can’t wait to see you!??#HappyBirthdaySelena ?? http:…
2220	0	3546	RT @tobehealhty: Sex Ruined (Photo Album)
2221	2	635	Today is #ValentinesDay! Share it with that special someone!
2222	0	3726	RT @alinashigri: Terror-stricken city at 11:30 in the night
2223	1	4765	One day I will earn a paladin... one day... http://t.co/iVWI4SWpxY
2224	2	3361	You should read "Misled ? a.m. au" on #Wattpad
2225	0	2476	#T4US #ASMSG #ITRTG #RT htt…
2226	1	678	RT @Dinki777: #FreeLolita Trapped in tiny concrete tank for decades. https://t.co/sGGQXtzYZd #BlackFish #WorldWhaleDay
2227	0	3616	RT @elmeromero__: When you're thug af but have a soft spot for rainbows
2228	2	5023	RT @CTVNews: Manitoba jockey sees 'good progress' after she was paralyzed in horse race accident http://t.co/ndaIQFmqRN http://t.co/r6frJ2R…
2229	2	1337	"Time to go on a #furious #Korbel Bendah!" The #Boston Ranter.
2230	0	1445	Is this what our new stadium will look like on match days. #Empty
2231	0	4158	25-10.50LL15 TURF 6 PLY LSW BLEMISHED TIRE http://t.co/aMMavloZPV http://t.co/gKcOFT99h9
2232	1	1876	Unlocked SIM Bluetooth Smart Watch FM Sync Phone Call Reminder Mate Music Black #SmartWatc…
2233	2	7	RT @deepikapadukone: To my most hard working,fun loving and energetic team...Thank you and I love you!
2234	1	4092	Assassin's Creed IV: Black Flag (Sony Playstation 3, 2013) http://t.co/46Y7KiuFF9 http://t.co/HHIMKnGaV4
2235	0	1158	@mguggenheim Are you trying to kill us? ? And what the? :-o #worried
2236	1	24	Looking forward to #Disgraced by Ayad Akhtar! Monday and tuesday are already sold out!
2237	2	603	@WielderOfWisdom *startled by her scream and accidentally throws a box of chocolate at her face*
2238	2	4318	RT @ftfc: INCOMING: @ftfc are delighted to announce the signing of Lyle Della-Verde on a two year contract. #WelcomeLyle http://t.co/QOeSQo…
2239	2	168	Really @ClevelandClinic ?? With 1/3 kids dealing with disease [obesity] you’re recommending this? #Appalled #shameful
2240	1	2875	RT @ShugdenLibrary: The False Dalai Lama is an historical fact. Investigate for yourself. #DalaiLama #NYC #USA
2241	2	2017	RT @itsmarshallw: Check out how crazy we got at Rachel's party last night! Here are some behind the scenes... http:/…
2242	2	2601	You have to be mentally deficient to accept the idea of losing. Never letting go.Being yours, holding that privilege.
2243	2	1083	#ana #mia #ed #sue #cat #cuts #crying #deb #deepcuts #depression #depressed #worthless #ug…
2244	2	1433	@Djantoine you are my everything ? let me be yours ? #love #hope #dream #crazy ?
2245	0	1268	At -- #lochlomond #broken #fence #sock
2246	1	2728	12 sq ft Brown / Camel Tan Distressed Bomber Jacket Goatskin Leather 45"x30"
2247	2	5033	RT @PackMensBball: WANTED: passionate Pack fans. Send pics/videos from games to show your Pack passion! Link ---> http://t.co/NGIcXRXwBR ht…
2248	2	2932	RT @MLS: The Sebastian Giovinco Show. #NYCvTOR is all tied up at 2, and we haven't even finished the first half yet.
2249	0	4456	Why do you get distressed so much? Take the quiz: http://t.co/5EYHkkshtZ http://t.co/xcysMBD8ft
2250	2	1349	At -- Seine #paris #gloomy #beautiful #nofilter #seine
2251	2	1790	GUESS WHO IS FINALLY seeiNG TAYLOR SWIFT IN CONCERT AFTER ADORING HER SINCE 2006 !!/):&3'wH!2@"0hGrw$]+?=_=%-$#_+'el
2252	0	875	Just catching up on Broadchurch. #cheerup #mightneverhappen #gloomy #bloodyhell
2253	2	4641	RT @STYLATORARMY: Everyone come here and vote for this boys. It takes 2 seconds! #FanArmyFaceOff #Directioners http://t.co/DwiCDhHdyp http:…
2254	2	4894	RT @sjissj: LOL Look at Creeper Siwon and Yesung’s intense stare~~~ http://t.co/GZJGgJz8Ui
2255	1	720	Qatar A330-300 A7-AEI detail, it was rather misty on Thursday so the shots haven't turned out as vibrant as usual.
2256	0	2667	RT @NBCNews: Iranian hardliners vow in march: U.S. will be destroyed
2257	0	1676	@sainsburys this cheese is in date til 17th March and it's already green. Just sprinkled it on dinner #ruined
2258	1	2318	RT @TheOfficePosts: When you realize you're attached to someone
2259	0	2641	RT @rtopnb: Desolate Winter by Peter Izarik #art #rtopnb #photography
2260	2	4329	RT @Ray_Harryhausen: Delighted that @Ray_Harryhausen is on the @bankofengland ?20 note shortlist coming in 2020 Ray’s centenary! http://t.c…
2261	0	4551	RT @ecologistes: #ApuntatAlVolt Coneix de primera mà per què cal un canvi del model energètic http://t.co/K4UmyOhKOY … http://t.co/2OiLHSxs…
2262	2	3582	RT @Motorsport: He might have been shunned by Toro Rosso in #F1, but BMW's @afelixdacosta proved his class at #DTMZandvoort today.
2263	0	4295	Genuine HP 933XL HP933XL Magenta Ink Cartridge in Damaged Retail Box http://t.co/8LUTc3vaRM http://t.co/BinkY0Z3Bx
2264	2	4759	RT @BurdenoFreedom: SUNDOWN. ANOTHER DAY OF WAR THE GRIM REALITY OF CASUALTIES DEATHS. WE BESEECH THEE O LORD. PROTECT US 1MORE DAY #PTSD h…
2265	2	4548	RT @shadowandact: Watch Obama's Final Appearance on 'The Daily Show' as Jon Stewart Presses Him on Key Issues http://t.co/uCa8JR8G7x http:/…
2266	2	4374	RT @1DStalker: #HarryAppreciationDay he is so supportive and desperate for equality it makes my heart hurt ??????? http://t.co/YdWhijAYKp
2267	0	4584	RT @FreshAir_In: ? RT @xxMERE: "Nigga you bouta get both of us dissed. Wyd ???" http://t.co/TNmS0qmz73
2268	1	1044	ms gill lectures abt rule of law but texts during class #flabbergasted #befuddled #vexatious#
